Submitted_Headline_1,Prefill_Suggested_Headline_1,Suggested_Headline_1_Option1,Suggested_Headline_1_Option2,Suggested_Headline_1_Option3,Submitted_Headline_2,Prefill_Suggested_Headline_2,Suggested_Headline_2_Option1,Suggested_Headline_2_Option2,Suggested_Headline_2_Option3,Submitted_Description,Prefill_Suggested_Description,Suggested_Description_Option1,Suggested_Description_Option2,Suggested_Description_Option3,Submitted_Path_1,Prefill_Suggested_Path_1,Suggested_Path_1_Option1,Suggested_Path_1_Option2,Suggested_Path_1_Option3,Submitted_Path_2,Prefill_Suggested_Path_2,Suggested_Path_2_Option1,Suggested_Path_2_Option2,Suggested_Path_2_Option3,Submitted_Status,Submitted_Time,Submitted_Writer
""Planning OS Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Low Price Guarantee"",""Free Planning Guide:"",NULL,NULL,NULL,""Preview & Download Planning OS Maps Online. Compliant & Up to Date - Guaranteed."",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Planning"",""plans"",NULL,NULL,NULL,""Osmaps"",""Contact"",NULL,NULL,NULL,Rejected,"2017-10-28 03:18:28",mcsafranski
""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""1:2500 Scale Plans"",""1:2500 Scale Plans"",NULL,NULL,NULL,""Our 1:1250 Maps Meet Planning Office Requirements. Download in Just 3 Minute!"",""Our 1:1250 Maps Meet Planning Office Requirements:"",NULL,NULL,NULL,""1-12500"",""1-1250-free"",NULL,NULL,NULL,""OS-Maps"",""os-maps"",NULL,NULL,NULL,Completed,"2017-10-28 03:18:07",adeolakun371
""Detailed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Planning Maps in 3 Mins from £9. Free Preview Included. Visit Our Site Now!"",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Ordnance"",""os-maps"",NULL,NULL,NULL,""Maps"",""Legal"",NULL,NULL,NULL,Completed,"2017-10-28 03:17:26",msatler6
""97% Customer Satisfaction"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Detailed Os Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Ordnance Survey Plans and Maps from £9  Os Planning Maps. Ideal for Planning App"",""Ordnance Survey Plans And Maps From £9 | Os Planning Maps"",NULL,NULL,NULL,""Os-Plans"",""os-plans"",NULL,NULL,NULL,""Legal"",""Legal"",NULL,NULL,NULL,Rejected,"2017-10-28 03:16:15",adeolakun371
""Cheap OS Maps Online"",""Free Planning Guide:"",NULL,NULL,NULL,""Large Scale OS Mapping Online"",""OS Planning Maps"",NULL,NULL,NULL,""Fast and Easy-to-Use OS Planning Maps. Buy OS Maps Online from Just £9!"",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Planning_Maps"",""os-maps"",NULL,NULL,NULL,""OS_Maps"",""buy-os-maps"",NULL,NULL,NULL,Completed,"2017-10-28 03:15:48",mayoralgomj26
""Buy Site Plans Online"",""Our Site Plans.."",NULL,NULL,NULL,""Council Approved"",""Council Approved:"",NULL,NULL,NULL,""Download Site Plans Online. Find a Better Price & We'll Refund the Difference."",""Ordnance Survey® Site Plans with a Free Preview. Download in 2 Minutes."",NULL,NULL,NULL,""Siteplans"",""Contact"",NULL,NULL,NULL,""Online"",""Menu"",NULL,NULL,NULL,Rejected,"2017-10-28 03:15:01",mcsafranski
""Council Approved"",""Council Approved:"",NULL,NULL,NULL,""Our Site Plans."",""Our Site Plans.."",NULL,NULL,NULL,""If You Buy 2 Scales, 100% Moneyback Guaranteed. Preview & Download in 1 Minute"",""*If You Buy 2 Scales. 100% Moneyback Guarantee. Preview & Download in 1 Minute."",NULL,NULL,NULL,""Site-Plans"",""site-plans"",NULL,NULL,NULL,""Obtain-Site"",""obtain-site"",NULL,NULL,NULL,Rejected,"2017-10-28 03:14:12",adeolakun371
""Buy Cheap OS Maps Online"",""Free Planning Guide:"",NULL,NULL,NULL,""Up to Date and Compliant"",""OS Planning Maps"",NULL,NULL,NULL,""Download All Popular Scales. Buy a Plan Makes OS Mapping Online Simple."",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Buy"",""maps"",NULL,NULL,NULL,""Osmapsonline"",""cheap-os-maps"",NULL,NULL,NULL,Rejected,"2017-10-28 03:12:54",mcsafranski
""Easy Site Location Plan Free"",""Council Approved:"",NULL,NULL,NULL,""Meets Your Requirements"",""Our Site Plans.."",NULL,NULL,NULL,""Selections of Site Plans For Planning Applications Only for £9. Buy Now!"",""Site Plans For Planning Applications - £9 | Buyaplan"",NULL,NULL,NULL,""Site-Plans"",""site-plans"",NULL,NULL,NULL,""Contact"",""Contact"",NULL,NULL,NULL,Rejected,"2017-10-28 03:11:29",mayoralgomj26
""Site Location Plan"",""Council Approved:"",NULL,NULL,NULL,""Free Preview Online"",""Our Site Plans.."",NULL,NULL,NULL,""Create & Preview Your Site Location Plan Free. Planning Portal Approved."",""Site Plans For Planning Applications - £9 | Buyaplan"",NULL,NULL,NULL,""Sitelocation"",""plans"",NULL,NULL,NULL,""Plans"",""Contact"",NULL,NULL,NULL,Rejected,"2017-10-28 03:09:20",mcsafranski
""Free Location Plan"",""Our Site Plans.."",NULL,NULL,NULL,""Council Approved & Competitive"",""Council Approved:"",NULL,NULL,NULL,""Detailed Site Plans for Planning Applications. Visit buyaplan.co.uk Today!"",""Site Plans For Planning Applications - £9 | Buyaplan"",NULL,NULL,NULL,""Site-Plans"",""site-plans"",NULL,NULL,NULL,""Ordnance-Maps"",""os-maps"",NULL,NULL,NULL,Completed,"2017-10-28 03:08:55",msatler6
""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Detailed OS Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Ordnance Survey Location Plans. Free Preview & Download in Minutes. Visit Today!"",""Ordnance Survey® Location Plans. Preview for Free & Download in Minutes."",NULL,NULL,NULL,""Menu"","""",NULL,NULL,NULL,""Plan-Scale"",""Menu"",NULL,NULL,NULL,Completed,"2017-10-28 03:07:27",msatler6
""Buy Location Plans"",""Planning Office Approved:"",NULL,NULL,NULL,""All Popular Scales"",""Our Location Plans."",NULL,NULL,NULL,""Create Location Plans 1:1250 Scale. Get 10% Discount on 2 Scales. Download Fast."",""Location Plans – Buy From £9 – Buy 2 Scales Save 10% | Buyaplan"",NULL,NULL,NULL,""Location"",""os-plans"",NULL,NULL,NULL,""Plans"",""mapping"",NULL,NULL,NULL,Rejected,"2017-10-28 03:07:07",mcsafranski
""Location Plans 1 1250"",""Location Plans 1:1250"",NULL,NULL,NULL,""All Popular Scales"",""Planning Office Approved:"",NULL,NULL,NULL,""Create 1:200, 1:500 & 1:1250 Location Plans for Planning Applications. From £9."",""Location Plans – Buy From £9 – Buy 2 Scales Save 10% | Buyaplan"",NULL,NULL,NULL,""Locationplans"",""mapping"",NULL,NULL,NULL,""11250"",""block-plans"",NULL,NULL,NULL,Rejected,"2017-10-28 03:05:33",mcsafranski
""Our Location Plans."",""Our Location Plans."",NULL,NULL,NULL,""Location Plans 1:1250"",""Location Plans 1:1250"",NULL,NULL,NULL,""Location Plans – Buy from £9 – Buy 2 Scales and Save 10% at Buyaplan Site"",""Location Plans – Buy From £9 – Buy 2 Scales Save 10% | Buyaplan"",NULL,NULL,NULL,""Os-Plans"",""os-plans"",NULL,NULL,NULL,""Legal"",""Legal"",NULL,NULL,NULL,Rejected,"2017-10-28 03:04:44",adeolakun371
""Ordnance Survey Maps"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Free Preview Online"",""Detailed Os Plans"",NULL,NULL,NULL,""Create Site, Block & Location Ordnance Survey Maps Free. 1:200, 1:500, 1:1250."",""*When You Buy a Site & Block Plan. Planning Portal Approved Supplier."",NULL,NULL,NULL,""Ordnancesurvey"","""",NULL,NULL,NULL,""Maps"",""Contact"",NULL,NULL,NULL,Rejected,"2017-10-28 03:03:30",mcsafranski
""Detailed Os Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""When You Buy a Site & Block Plan. Planning Portal Approved Supplier. Cheap OS"",""*When You Buy a Site & Block Plan. Planning Portal Approved Supplier."",NULL,NULL,NULL,""Legal"",""Legal"",NULL,NULL,NULL,""Os-Mapping"",""os-mapping"",NULL,NULL,NULL,Rejected,"2017-10-28 03:03:27",adeolakun371
""Ordnance Survey Plans"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Quickly Preview & Download"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Available in Popular Scales. Order and Download Compliant OS Plans In Minutes!"",""Order And Download Os Plans In 3 Minutes:"",NULL,NULL,NULL,""OS"",""os-plans"",NULL,NULL,NULL,""Plans"",""location-plan"",NULL,NULL,NULL,Rejected,"2017-10-28 03:03:26",daws510
""97% Customer Satisfaction"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Ordnance Survey Plans and Maps from £9 and Os Planning Maps. Preview in 3 Mins"",""Ordnance Survey Plans And Maps From £9 | Os Planning Maps"",NULL,NULL,NULL,""Legal"",""Legal"",NULL,NULL,NULL,""Os-Plans"",""os-plans"",NULL,NULL,NULL,Rejected,"2017-10-28 03:01:46",adeolakun371
""Buy Ordnance Survey Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Money Back Guarantee"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Preview & Download Ordnance Survey Plans And Maps From £9. 10% Off 2 Scales."",""Ordnance Survey Plans And Maps From £9 | Os Planning Maps"",NULL,NULL,NULL,""Os-Plans"",""os-plans"",NULL,NULL,NULL,""Os-Mapping"",""os-mapping"",NULL,NULL,NULL,Rejected,"2017-10-28 03:01:40",mcsafranski
""Ordnance Survey Maps"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Detailed & Accurate Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Order And Download OS Plans In 3 Minutes. Compliance Guaranteed. See Here!"",""Order And Download Os Plans In 3 Minutes:"",NULL,NULL,NULL,""OS-Mapping"",""os-mapping"",NULL,NULL,NULL,""Download"",""Legal"",NULL,NULL,NULL,Rejected,"2017-10-28 03:01:25",daws510
""Huge Hi Vis Shirts Selection"",""High Visibility Vests"",NULL,NULL,NULL,""Low Cost Gears for Work"",""Hi-Vis Shirts"",NULL,NULL,NULL,""High-Quality Hi Vis Shirts. Choose from Our Huge Selections!"",""Hivis.Net Is The Uk's Online Home Of High Visibility Clothing"",NULL,NULL,NULL,""Workwear"",""hi-vis"",NULL,NULL,NULL,""Hi-Vis_Shirt"",""hi-vis-shirt"",NULL,NULL,NULL,Rejected,"2017-10-28 03:01:15",mayoralgomj26
""97% Customer Satisfaction"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Detailed Os Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Order and Download Os Plans in 3 Minutes. Preview and Download in 3 Minutes Now"",""Order And Download Os Plans In 3 Minutes:"",NULL,NULL,NULL,""Ordnance"",""ordnance"",NULL,NULL,NULL,""Os-Mapping"",""os-mapping"",NULL,NULL,NULL,Rejected,"2017-10-28 03:00:07",adeolakun371
""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Planning Maps Free"",""Planning Maps Free"",NULL,NULL,NULL,""High Quality, Constantly Updated Mapping. Preview and Download in 3 Mins 9 Pound"",""High Quality, Constantly Updated Mapping:"",NULL,NULL,NULL,""Site-Plan"",""site-plan"",NULL,NULL,NULL,""Planning-Maps"",""planning-maps"",NULL,NULL,NULL,Rejected,"2017-10-28 02:58:05",adeolakun371
""Ordnance Survey Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""97% Customer Satisfaction"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Order and Download Ordnance Survey Plans in 3 Mins. Visit Our Online Site Today."",""Order And Download Os Plans In 3 Minutes:"",NULL,NULL,NULL,""Contact"",""Contact"",NULL,NULL,NULL,""Ordnance"","""",NULL,NULL,NULL,Rejected,"2017-10-28 02:57:38",msatler6
""Online Planning Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Guaranteed Compliance"",""Free Planning Guide:"",NULL,NULL,NULL,""High Quality & Accurate Planning Maps. Preview & Download in Minutes!"",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Planning"",""site-plan"",NULL,NULL,NULL,""Maps"",""planning-maps"",NULL,NULL,NULL,Completed,"2017-10-28 02:56:27",daws510
""UK Leather Welding Gloves"",""High Visibility Trousers"",NULL,NULL,NULL,""A Perfect Hand Protection Gear"",""High Visibility Vests"",NULL,NULL,NULL,""The Safety of Your Guys Is Your Priority. Buy Leather Welding Gloves Now."",""Safety Gloves - Kevlar Gloves - Rigger Gloves - Latex Gloves"",NULL,NULL,NULL,""Workwear"",""welding-gloves"",NULL,NULL,NULL,""Welding_Gloves"","""",NULL,NULL,NULL,Rejected,"2017-10-28 02:56:16",mayoralgomj26
""Guaranteed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Planning Maps in 3 Mins. from £9 - Free Preview at Buyaplan.Co.Uk"",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Maps"",""maps"",NULL,NULL,NULL,""Blackwell"",""blackwell"",NULL,NULL,NULL,Rejected,"2017-10-28 02:55:30",adeolakun371
""OS Planning Maps"",""Free Planning Guide:"",NULL,NULL,NULL,""High Quality & Accurate"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Download Compliant OS Planning Maps in Minutes. Various Scale Sizes Available."",""High Quality, Constantly Updated Mapping:"",NULL,NULL,NULL,""Planning"",""blackwells"",NULL,NULL,NULL,""Maps"",""Contact"",NULL,NULL,NULL,Rejected,"2017-10-28 02:54:46",daws510
""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Guaranteed Blackwell Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Blackwell Maps in 3 Mins from £9 & Free Preview. Visit Buyaplan.co.uk Today!"",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Blackwells"",""blackwells"",NULL,NULL,NULL,""Menu"",""Menu"",NULL,NULL,NULL,Completed,"2017-10-28 02:54:14",msatler6
""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Detailed Os Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Ordnance Survey® Detailed Plans. 1:200, 1:500, 1:1250 & 1:2500 Scales."",""Ordnance Survey® Detailed Plans. 1:200, 1:500, 1:1250 & 1:2500."",NULL,NULL,NULL,""Menu"",""Menu"",NULL,NULL,NULL,""Os-Plans"",""os-plans"",NULL,NULL,NULL,Rejected,"2017-10-28 02:53:17",adeolakun371
""Downloadable Location Plans"",""Our Location Plans."",NULL,NULL,NULL,""Compliance Guaranteed"",""Planning Office Approved:"",NULL,NULL,NULL,""Accurate & High Quality Maps Available Here. Have Your Map in Minutes!"",""Location Plans – Buy From £9 – Buy 2 Scales Save 10% | Buyaplan"",NULL,NULL,NULL,""Location"",""Legal"",NULL,NULL,NULL,""Plans"",""mapping"",NULL,NULL,NULL,Rejected,"2017-10-28 02:52:38",daws510
""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Ordnance Survey Plans"",""Ordnance Survey® Plans"",NULL,NULL,NULL,""Buy a Site & Block Plan. Ordnance Survey Reputable Supplier. Visit Today."",""*When You Buy a Site & Block Plan. Ordnance Survey® Supplier."",NULL,NULL,NULL,""Ordnance"",""os-maps"",NULL,NULL,NULL,""Plan"","""",NULL,NULL,NULL,Rejected,"2017-10-28 02:52:13",msatler6
""Ordnance Survey® Plans"",""Ordnance Survey® Plans"",NULL,NULL,NULL,""Guaranteed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""When You Buy a Site & Block Plan. Ordnance Survey® Supplier. Download Now"",""*When You Buy a Site & Block Plan. Ordnance Survey® Supplier."",NULL,NULL,NULL,""Menu"","""",NULL,NULL,NULL,"""",""Menu"",NULL,NULL,NULL,Rejected,"2017-10-28 02:52:06",adeolakun371
""High-Visibility Work Vests"",""High Visibility Vests"",NULL,NULL,NULL,""Faster Way to Gear Your Guys"",""Work Vests"",NULL,NULL,NULL,""Wide Range of Customized Work Vests Available. Buy for Your Guys Now!"",""High Visibility Vests | The Site Supply Company"",NULL,NULL,NULL,""Workwear"",""work-vests"",NULL,NULL,NULL,""Work_Vests"","""",NULL,NULL,NULL,Rejected,"2017-10-28 02:51:24",mayoralgomj26
""Our Location Plans"",""Our Location Plans."",NULL,NULL,NULL,""Planning Office Approved"",""Planning Office Approved:"",NULL,NULL,NULL,""Buy from £9. Competitive Location Plans for You. Visit Our Online Page Today!"",""Location Plans – Buy From £9 – Buy 2 Scales Save 10% | Buyaplan"",NULL,NULL,NULL,""Location-Plans"",""location-plans"",NULL,NULL,NULL,""Block-Plans"",""block-plans"",NULL,NULL,NULL,Completed,"2017-10-28 02:50:56",msatler6
""Planning Office Approved"",""Planning Office Approved:"",NULL,NULL,NULL,""Our Location Plans"",""Our Location Plans."",NULL,NULL,NULL,""Location Plans – Buy from £9 – Buy 2 Scales Save 10%  Buyaplan."",""Location Plans – Buy From £9 – Buy 2 Scales Save 10% | Buyaplan"",NULL,NULL,NULL,""Location"",""location"",NULL,NULL,NULL,""Menu"",""Menu"",NULL,NULL,NULL,Rejected,"2017-10-28 02:50:44",adeolakun371
""OS Site Map Supplier"",""Free Planning Guide:"",NULL,NULL,NULL,""Guaranteed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""High Quality, Constantly Updated Mapping. Preview & Download in Minutes!"",""High Quality, Constantly Updated Mapping:"",NULL,NULL,NULL,""OS"",""Menu"",NULL,NULL,NULL,""Site-Maps"",""Contact"",NULL,NULL,NULL,Completed,"2017-10-28 02:49:35",daws510
""Guaranteed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Planning Maps in 3 Mins from Only £9. Visit Our Online Collection Today."",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Site-Plan"",""site-plan"",NULL,NULL,NULL,""Legal"",""Legal"",NULL,NULL,NULL,Rejected,"2017-10-28 02:49:11",msatler6
""Guaranteed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Planning Maps in 3 Mins from £9 - Free Preview  at Buyaplan. Preview Right Now"",""Planning Maps In 3 Mins From £9 - Free Preview | Buyaplan"",NULL,NULL,NULL,""Contact"",""Contact"",NULL,NULL,NULL,""Site-Plan"",""site-plan"",NULL,NULL,NULL,Rejected,"2017-10-28 02:48:58",adeolakun371
""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Detailed OS Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Ordnance Survey® Approved Supplier. Guaranteed Compliant. See Free Previews Here"",""Ordnance Survey® Approved Supplier. 100% Moneyback Guarantee."",NULL,NULL,NULL,""OS-Mapping"",""os-mapping"",NULL,NULL,NULL,""Survey"","""",NULL,NULL,NULL,Completed,"2017-10-28 02:48:10",daws510
""Ordnance Survey Mapping"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Detailed Ordnance Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Ordnance Survey Approved Supplier. 100% Moneyback Guarantee. Visit Today!"",""Ordnance Survey® Approved Supplier. 100% Moneyback Guarantee."",NULL,NULL,NULL,""Ordnance"","""",NULL,NULL,NULL,""Mapping"",""os-plans"",NULL,NULL,NULL,Completed,"2017-10-28 02:47:43",msatler6
""Ordnance Survey Plans"",""Ordnance Survey Plans"",NULL,NULL,NULL,""97% Customer Satisfaction"",""97% Customer Satisfaction:"",NULL,NULL,NULL,""Ordnance Survey Plans and Maps From £9 and Os Planning Maps. Preview Online"",""Ordnance Survey Plans And Maps From £9 | Os Planning Maps"",NULL,NULL,NULL,""Os-Plans"",""os-plans"",NULL,NULL,NULL,""Os-Mapping"",""os-mapping"",NULL,NULL,NULL,Rejected,"2017-10-28 02:46:42",adeolakun371
""Hi Vis Fleece Jackets for Work"",""Hivis Fleece Jackets"",NULL,NULL,NULL,""Perfect Workwear Protection"",""High Visibility Vests"",NULL,NULL,NULL,""Your Employees Are Important. Mind Their Well-Being with Hi Vis Fleece Jackets!"",""Hivis Fleece Jackets - High Visibility Fleece Jackets | Hivis.Net"",NULL,NULL,NULL,""Workwear"",""hi-vis-fleece"",NULL,NULL,NULL,""Fleece_Jackets"",""hi-vis"",NULL,NULL,NULL,Completed,"2017-10-28 02:46:30",mayoralgomj26
""High Quality Survey Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Constantly Updated & Compliant"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Ordnance Survey Plans. Preview Online & Download in Minutes!"",""Ordnance Survey Plans And Maps From £9 | Os Planning Maps"",NULL,NULL,NULL,""Ordnance_Survey"",""Menu"",NULL,NULL,NULL,""Plan"",""os-mapping"",NULL,NULL,NULL,Completed,"2017-10-28 02:46:28",daws510
""Detailed Ordnance Survey Plans"",""Detailed Os Plans"",NULL,NULL,NULL,""Create and Preview Online"",""Ordnance Survey Mapping:"",NULL,NULL,NULL,""Order and Download OS Plans In Minutes. Easy & Affordable. Guaranteed Compliant."",""Order And Download Os Plans In 3 Minutes:"",NULL,NULL,NULL,""Ordnancesurvey"",""Legal"",NULL,NULL,NULL,""Plans"",""Contact"",NULL,NULL,NULL,Rejected,"2017-10-28 02:45:22",mcsafranski
""Free Planning Guide"",""Free Planning Guide:"",NULL,NULL,NULL,""Guaranteed Compliant Maps"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Ordnance Survey® Planning Maps with a Free Preview. Download in 2 Minutes."",""Ordnance Survey® Planning Maps with a Free Preview. Download in 2 Minutes."",NULL,NULL,NULL,""Planning-Map"",""planning-map"",NULL,NULL,NULL,""Site-Plan"",""site-plan"",NULL,NULL,NULL,Rejected,"2017-10-28 02:44:23",adeolakun371
""OS Planning Maps"",""Free Planning Guide:"",NULL,NULL,NULL,""Guaranteed Compliant"",""Guaranteed Compliant Maps:"",NULL,NULL,NULL,""Ordnance Survey® Planning Maps with a Free Preview. Securely Download Here."",""Ordnance Survey® Planning Maps with a Free Preview. Download in 2 Minutes."",NULL,NULL,NULL,""Planning-Map"",""planning-map"",NULL,NULL,NULL,""Download"","""",NULL,NULL,NULL,Rejected,"2017-10-28 02:44:14",daws510
""Looking for Padded Overalls?"",""High Visibility Trousers"",NULL,NULL,NULL,""Low Cost High Vis Workwear"",""Low Cost Padded Overalls"",NULL,NULL,NULL,""Wide Range of High Visibility Workwear Products Available. Buy at a Low Cost!"",""Workwear Coveralls - All"",NULL,NULL,NULL,""Workwear"",""padded"",NULL,NULL,NULL,""Padded_Overalls"","""",NULL,NULL,NULL,Completed,"2017-10-28 02:42:37",mayoralgomj26
""High-Visibility Vests"",""High Visibility Vests"",NULL,NULL,NULL,""Comfortable Fleece Trousers"",""High Visibility Trousers"",NULL,NULL,NULL,""Buy Quality Hivis Fleece Jackets. Shop Extensive Range of Hivis Products Now!"",""Hivis Fleece Jackets - High Visibility Fleece Jackets | Hivis.Net"",NULL,NULL,NULL,""Hi-Vis"",""hi-vis"",NULL,NULL,NULL,""Hi-Vis-Fleece"",""hi-vis-fleece"",NULL,NULL,NULL,Completed,"2017-10-28 02:42:09",wordisborn
